"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"613",74.991468645,96.8471992592857,65.5377079555,322.796777762857,106.115080721429,17.2352656177857,87.3269686592857,25.1725395257143,330.342791177857,64.5128874778571,309.866908807143,202.460638007143,174.952793478571,109.711298905714
"614",77.8862644759783,98.3306832240898,67.6435606851129,343.486431974634,118.391832167479,17.8986485586125,90.2305027376189,25.3920798242321,340.680798767884,68.8071364733328,331.277522949755,206.280493816503,180.444844760653,115.016293728477
"615",79.9238129647556,99.4393057200805,70.4984783239005,361.195477946723,130.964963767884,18.2597494133571,91.9605817074996,24.7869519479373,350.208393894236,73.403225261842,351.444702706667,211.854297245442,184.670712212744,119.988145724417
"616",81.3455115850837,100.520758026567,73.5345566133985,376.381229747575,142.18662633649,18.5364121709767,93.1069754918448,23.7977119260667,358.930394391148,77.6339381906802,369.459012353102,218.097758787374,188.088954512214,124.275977431899
"617",82.3927578107143,101.922731422857,76.1838912951429,389.501001445643,150.408970687143,18.9464808204286,94.2594540135714,22.8649157878571,366.851618092857,80.8320596071429,384.411016164286,223.926588935714,191.158130336429,127.528911389286
"618",83.2568797234259,103.922295367668,78.0333780413345,400.935879527487,154.530336833856,19.6480785555115,95.8577419269282,22.333360024426,373.927120351843,82.5267075672509,395.683712733908,228.50717896361,194.240616589438,129.544078599795
"619",83.9289278371032,106.514032037342,79.2891122468338,410.762040152097,155.633821591312,20.5604453893914,97.7413828114903,22.1648029744122,379.912906593561,83.0323349619265,403.829837929527,232.008643263135,197.314063082017,130.710643926051
"620",84.3498832736575,109.621901787631,80.3119892371662,418.979431896569,155.348710974363,21.5431005400755,99.5998749781644,22.2252434383352,384.515219761713,82.8597283908175,409.694561937169,234.850777006092,200.259937851623,131.565780695532
"621",84.460727155,113.169864974286,81.4629043378571,425.588003338,155.304290997857,22.4555632255714,101.122716737857,22.3806802167143,387.4403028,82.5196744535714,414.123054942857,237.453375364286,202.959708935714,132.646662235714
"622",84.2490390814564,117.036918457271,82.9677689598493,430.521494664957,156.76067648472,23.1658407443625,102.03986610738,22.5149417396274,388.490048767078,82.4050859209048,417.781182299658,240.030280581511,205.249766494041,134.287329361574
